"MS.SubClass","MS.Zoning","Lot.Area","Street","Lot.Shape","Land.Contour","Utilities","Lot.Config","Land.Slope","Neighborhood","Condition.1","Condition.2","Bldg.Type","House.Style","Overall.Qual","Overall.Cond","Year.Built","Year.Remod.Add","Roof.Style","Roof.Matl","Exterior.1st","Exterior.2nd","Mas.Vnr.Type","Exter.Qual","Exter.Cond","Foundation","Bsmt.Qual","Bsmt.Cond","Bsmt.Exposure","BsmtFin.Type.1","BsmtFin.SF.1","BsmtFin.Type.2","BsmtFin.SF.2","Bsmt.Unf.SF","Total.Bsmt.SF","Heating","Heating.QC","Central.Air","Electrical","X1st.Flr.SF","X2nd.Flr.SF","Low.Qual.Fin.SF","Gr.Liv.Area","Bsmt.Full.Bath","Bsmt.Half.Bath","Full.Bath","Half.Bath","Bedroom.AbvGr","Kitchen.AbvGr","Kitchen.Qual","TotRms.AbvGrd","Functional","Fireplaces","Garage.Cars","Garage.Area","Paved.Drive","Wood.Deck.SF","Open.Porch.SF","Enclosed.Porch","X3Ssn.Porch","Screen.Porch","Pool.Area","Misc.Val","Mo.Sold","Yr.Sold","Sale.Type","Sale.Condition","SalePrice"
60,"RL",9085,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",7,5,1995,1996,"Gable","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","No","GLQ",816,"Unf",0,254,1070,"GasA","Ex","Y","SBrkr",1094,967,0,2061,1,0,2,1,3,1,"Gd",7,"Typ",1,2,647,"Y",296,102,209,0,0,0,0,11,2009,"WD ","Normal",260000
60,"RL",11692,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,1993,1994,"Gable","CompShg","HdBoard","HdBoard","BrkFace","Gd","TA","PConc","Gd","TA","No","GLQ",624,"Unf",0,549,1173,"GasA","Ex","Y","SBrkr",1215,1017,0,2232,1,0,2,1,3,1,"Gd",8,"Typ",1,2,623,"Y",173,165,0,0,0,0,0,10,2009,"WD ","Normal",263550
60,"RL",29959,"Pave","IR2","Lvl","AllPub","FR2","Gtl","NoRidge","Norm","Norm","1Fam","2Story",7,6,1994,1994,"Gable","CompShg","HdBoard","HdBoard","None","Gd","TA","PConc","Gd","TA","No","GLQ",595,"Unf",0,378,973,"GasA","Ex","Y","SBrkr",979,871,0,1850,0,0,2,1,3,1,"Gd",7,"Typ",1,2,467,"Y",168,98,0,0,0,0,0,1,2009,"WD ","Normal",248000
60,"FV",9000,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",8,5,2008,2008,"Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,768,768,"GasA","Ex","Y","SBrkr",786,804,0,1590,0,0,2,1,3,1,"Gd",6,"Typ",0,2,676,"Y",0,30,0,0,0,0,0,6,2009,"WD ","Normal",210000
20,"FV",8640,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",7,5,2008,2008,"Hip","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1402,1402,"GasA","Ex","Y","SBrkr",1402,0,0,1402,0,0,2,0,3,1,"Gd",7,"Typ",0,2,625,"Y",205,126,0,0,0,0,0,5,2009,"WD ","Normal",229800
60,"FV",10603,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",8,5,2006,2006,"Hip","CompShg","VinylSd","VinylSd","Stone","Gd","TA","PConc","Ex","Gd","No","GLQ",682,"Unf",0,218,900,"GasA","Ex","Y","SBrkr",909,886,0,1795,1,0,2,1,3,1,"Gd",8,"Typ",1,3,782,"Y",168,45,0,0,0,0,0,7,2009,"WD ","Normal",270000
60,"FV",8127,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","No","GLQ",410,"Unf",0,402,812,"GasA","Ex","Y","SBrkr",812,841,0,1653,1,0,2,1,3,1,"Gd",6,"Typ",0,2,628,"Y",0,45,0,0,0,0,0,3,2009,"WD ","Normal",209000
20,"RL",7500,"Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","Gd","No","GLQ",54,"Unf",0,1087,1141,"GasA","Ex","Y","SBrkr",1141,0,0,1141,1,0,1,1,3,1,"Gd",6,"Typ",0,2,484,"Y",182,0,0,0,0,0,0,6,2009,"WD ","Normal",152000
20,"RL",7500,"Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story",6,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","None","TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1158,1158,"GasA","Ex","Y","SBrkr",1158,0,0,1158,0,0,1,1,3,1,"Gd",5,"Typ",0,0,0,"Y",0,50,0,0,0,0,0,8,2009,"WD ","Normal",143500
20,"RL",10141,"Pave","IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story",8,5,2004,2004,"Gable","Tar&Grv","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","Gd","BLQ",516,"Rec",774,222,1512,"GasA","Ex","Y","SBrkr",1512,0,0,1512,0,0,2,0,3,1,"Gd",6,"Typ",0,3,845,"Y",210,36,0,0,0,0,0,1,2009,"WD ","Normal",203000
60,"RL",10274,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","SawyerW","Norm","Norm","1Fam","2Story",6,7,1986,1986,"Gable","CompShg","VinylSd","VinylSd","BrkFace","TA","Gd","CBlock","Gd","TA","No","Rec",331,"Unf",0,345,676,"GasA","TA","Y","SBrkr",698,702,0,1400,0,0,2,1,3,1,"TA",6,"Typ",0,2,465,"Y",0,48,0,0,0,0,0,7,2009,"WD ","Normal",162000
20,"RH",8400,"Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Feedr","Norm","1Fam","1Story",4,4,1950,1950,"Gable","CompShg","Wd Sdng","AsbShng","None","Fa","Fa","CBlock","TA","Fa","No","Unf",0,"Unf",0,721,721,"GasA","Gd","Y","SBrkr",841,0,0,841,0,0,1,0,2,1,"TA",4,"Typ",0,1,294,"N",250,0,24,0,0,0,0,9,2009,"WD ","Normal",82000
45,"RH",9000,"Pave","Reg","Lvl","AllPub","Corner","Gtl","SawyerW","Norm","Norm","1Fam","1.5Unf",6,3,1928,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None","TA","TA","BrkTil","Fa","Fa","No","Unf",0,"Unf",0,784,784,"GasA","TA","N","FuseA",784,0,0,784,0,0,1,0,2,1,"TA",5,"Typ",0,2,360,"N",0,0,91,0,0,0,0,10,2009,"WD ","Normal",76000
20,"RL",9750,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,5,1962,1962,"Hip","CompShg","HdBoard","Plywood","None","TA","TA","CBlock","TA","TA","No","LwQ",68,"BLQ",884,28,980,"GasA","Gd","Y","SBrkr",980,0,0,980,1,0,1,0,3,1,"TA",5,"Typ",0,2,400,"Y",0,28,0,0,0,0,0,11,2009,"WD ","Normal",110000
20,"RL",8499,"Pave","IR1","Lvl","AllPub","Corner","Gtl","Sawyer","Feedr","Norm","1Fam","1Story",5,6,1961,1961,"Gable","CompShg","MetalSd","MetalSd","None","TA","TA","CBlock","TA","TA","No","GLQ",660,"Unf",0,204,864,"GasA","Ex","Y","SBrkr",864,0,0,864,1,0,1,0,3,1,"TA",5,"Typ",0,2,732,"Y",0,312,0,0,0,0,0,6,2009,"WD ","Normal",141000
20,"RL",9079,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,5,1961,1961,"Gable","CompShg","Wd Sdng","Plywood","None","TA","TA","CBlock","TA","TA","No","BLQ",864,"Unf",0,0,864,"GasA","TA","Y","SBrkr",864,0,0,864,0,0,1,0,2,1,"TA",5,"Typ",0,1,440,"Y",158,0,0,0,0,0,0,7,2009,"WD ","Normal",122000
20,"RL",7150,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Feedr","Norm","1Fam","1Story",5,6,1962,1962,"Gable","CompShg","VinylSd","VinylSd","BrkFace","TA","TA","CBlock","TA","TA","No","LwQ",140,"BLQ",590,182,912,"GasA","Gd","Y","SBrkr",912,0,0,912,0,1,1,0,3,1,"TA",6,"Typ",0,1,252,"Y",0,0,0,0,0,0,0,10,2009,"WD ","Normal",123000
20,"RL",15676,"Pave","IR1","Low","AllPub","Inside","Gtl","Veenker","Norm","Norm","1Fam","1Story",8,8,1980,1980,"Gable","CompShg","VinylSd","VinylSd","BrkFace","Gd","Gd","CBlock","Gd","Gd","Gd","ALQ",1733,"Rec",92,189,2014,"GasA","Gd","Y","SBrkr",2014,0,0,2014,1,0,2,0,2,1,"Gd",6,"Maj1",2,3,864,"Y",462,0,0,255,0,0,0,4,2009,"WD ","Normal",275000
60,"RL",11949,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",7,8,1991,2008,"Gable","CompShg","VinylSd","VinylSd","BrkFace","Gd","Gd","PConc","Gd","TA","No","GLQ",601,"ALQ",216,158,975,"GasA","Ex","Y","SBrkr",975,780,0,1755,0,1,2,1,3,1,"Gd",7,"Typ",1,2,524,"Y",502,60,0,0,0,0,0,7,2009,"WD ","Normal",235000
160,"FV",3768,"Pave","Reg","Lvl","AllPub","FR2","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",7,5,1999,1999,"Hip","CompShg","MetalSd","MetalSd","BrkFace","Gd","TA","PConc","Gd","TA","No","GLQ",549,"Unf",0,142,691,"GasA","Ex","Y","SBrkr",713,739,0,1452,1,0,2,1,3,1,"Gd",6,"Typ",0,2,506,"Y",0,34,0,0,0,0,0,9,2009,"WD ","Normal",156000
20,"RL",14694,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Veenker","Norm","Norm","1Fam","1Story",8,9,1977,2008,"Gable","CompShg","MetalSd","MetalSd","BrkFace","Ex","Ex","CBlock","Gd","Gd","Gd","GLQ",1252,"ALQ",136,306,1694,"GasA","Ex","Y","SBrkr",1694,0,0,1694,1,0,2,0,2,1,"Ex",5,"Typ",1,2,642,"Y",501,120,0,225,0,0,0,6,2009,"WD ","Normal",318750
120,"RL",3782,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","Greens","Norm","Norm","TwnhsE","1Story",8,5,1981,1981,"Gable","CompShg","Wd Sdng","Plywood","None","Gd","TA","CBlock","Gd","TA","Gd","GLQ",960,"Unf",0,266,1226,"GasA","TA","Y","SBrkr",1226,0,0,1226,1,0,1,0,1,1,"Gd",4,"Typ",2,2,484,"Y",133,78,0,0,0,0,0,9,2009,"WD ","Normal",211500
20,"RL",15417,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Veenker","Norm","Norm","1Fam","1Story",7,5,1981,1981,"Gable","CompShg","BrkFace","BrkFace","None","Gd","TA","CBlock","Gd","TA","Mn","LwQ",121,"Unf",0,1619,1740,"GasA","TA","Y","SBrkr",1740,0,0,1740,0,0,1,1,2,1,"Gd",7,"Typ",0,2,540,"Y",228,20,218,0,0,0,0,6,2009,"WD ","Normal",241600
60,"RL",11700,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","RRAn","Norm","1Fam","2Story",6,6,1968,1968,"Gable","CompShg","MetalSd","MetalSd","None","TA","TA","CBlock","TA","TA","No","Rec",298,"Unf",0,429,727,"GasA","Ex","Y","SBrkr",829,727,0,1556,0,0,1,1,4,1,"TA",8,"Typ",0,2,441,"Y",0,0,0,0,0,0,0,5,2009,"WD ","Normal",154000
20,"RL",9156,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NWAmes","PosN","Norm","1Fam","1Story",6,7,1968,1968,"Hip","CompShg","BrkFace","BrkFace","None","TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1489,1489,"GasA","Gd","Y","SBrkr",1489,0,0,1489,0,0,2,0,3,1,"Gd",7,"Typ",1,2,462,"Y",0,0,0,0,0,0,0,8,2009,"WD ","Normal",185750
20,"RL",9650,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",6,5,1977,1977,"Gable","CompShg","Plywood","Plywood","BrkFace","TA","TA","CBlock","Gd","TA","No","ALQ",686,"Unf",0,664,1350,"GasA","TA","Y","SBrkr",1334,0,0,1334,0,1,2,0,2,1,"TA",6,"Typ",1,2,630,"Y",0,16,0,0,0,0,0,4,2009,"WD ","Normal",167900
20,"RL",10140,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","RRAn","Norm","1Fam","1Story",7,5,1998,1999,"Hip","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Ex","TA","No","LwQ",144,"GLQ",1127,379,1650,"GasA","Ex","Y","SBrkr",1680,0,0,1680,1,0,2,0,3,1,"Gd",7,"Maj1",1,2,583,"Y",78,73,0,0,0,0,0,6,2009,"WD ","Normal",213250
20,"RL",7130,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1967,1967,"Gable","CompShg","HdBoard","HdBoard","None","TA","TA","PConc","TA","TA","No","BLQ",648,"Unf",0,216,864,"GasA","TA","Y","SBrkr",864,0,0,864,0,1,1,0,2,1,"TA",5,"Typ",0,1,312,"Y",0,0,0,0,0,0,0,6,2009,"WD ","Normal",130000
20,"RL",9790,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Feedr","Norm","1Fam","1Story",6,5,1967,1967,"Gable","CompShg","BrkFace","Wd Sdng","None","TA","TA","CBlock","TA","TA","No","Rec",251,"LwQ",630,491,1372,"GasA","TA","Y","SBrkr",1342,0,0,1342,0,0,2,0,3,1,"TA",7,"Typ",1,2,457,"Y",0,0,0,0,197,0,0,9,2009,"WD ","Normal",161500
20,"RL",8125,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1959,1959,"Hip","CompShg","MetalSd","MetalSd","None","TA","TA","CBlock","TA","TA","No","BLQ",403,"Unf",0,461,864,"GasA","Ex","Y","SBrkr",864,0,0,864,0,0,1,0,3,1,"TA",5,"Typ",0,1,308,"Y",0,0,0,0,0,0,0,9,2009,"WD ","Normal",118000
20,"RL",9450,"Pave","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,5,1957,1957,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace","TA","TA","CBlock","TA","TA","No","BLQ",775,"Unf",0,265,1040,"GasA","TA","Y","SBrkr",1362,0,0,1362,1,0,1,0,3,1,"TA",6,"Typ",1,3,768,"Y",0,0,84,0,0,0,0,5,2009,"WD ","Normal",140000
20,"RL",13495,"Pave","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1956,1956,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace","TA","Gd","CBlock","TA","TA","No","BLQ",625,"LwQ",201,222,1048,"GasA","Fa","Y","SBrkr",1728,0,0,1728,1,0,2,0,3,1,"TA",7,"Min1",1,2,576,"Y",0,99,0,0,0,0,0,7,2009,"WD ","Normal",177625
20,"RL",9350,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1961,1995,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace","TA","TA","CBlock","TA","TA","No","ALQ",310,"BLQ",512,491,1313,"GasA","TA","Y","SBrkr",1313,0,0,1313,1,0,1,1,3,1,"Gd",6,"Typ",1,2,610,"Y",172,28,0,0,121,0,0,2,2009,"WD ","Normal",153000
80,"RL",11475,"Pave","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","SLvl",6,6,1961,1961,"Hip","CompShg","HdBoard","HdBoard","BrkFace","TA","TA","CBlock","TA","TA","Gd","ALQ",568,"Unf",0,640,1208,"GasA","Ex","Y","SBrkr",1576,0,0,1576,1,0,1,0,4,1,"Gd",7,"Typ",1,2,368,"Y",85,0,0,0,0,0,0,9,2009,"WD ","Normal",174500
20,"RL",9600,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1953,1953,"Hip","CompShg","HdBoard","HdBoard","Stone","TA","TA","CBlock","TA","TA","No","GLQ",1285,"Unf",0,131,1416,"GasA","TA","Y","SBrkr",1644,0,0,1644,1,0,1,0,3,1,"TA",7,"Typ",2,2,418,"Y",110,0,0,0,0,0,0,10,2009,"WD ","Normal",167000
20,"RL",9600,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1956,1956,"Hip","CompShg","MetalSd","MetalSd","None","TA","TA","CBlock","TA","TA","No","Rec",504,"Unf",0,546,1050,"GasA","Gd","Y","SBrkr",1050,0,0,1050,0,0,1,0,2,1,"TA",5,"Typ",0,1,338,"Y",0,0,0,0,0,0,0,6,2009,"WD ","Normal",128900
20,"RL",9500,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1963,1963,"Gable","CompShg","Plywood","Plywood","BrkFace","TA","TA","CBlock","Gd","TA","No","BLQ",609,"Unf",0,785,1394,"GasA","Gd","Y","SBrkr",1394,0,0,1394,1,0,1,1,3,1,"TA",6,"Typ",2,2,514,"Y",0,76,0,0,185,0,0,7,2009,"WD ","Normal",159000
60,"RL",13600,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","2Story",7,6,1965,1990,"Gable","CompShg","HdBoard","HdBoard","BrkFace","TA","TA","CBlock","TA","TA","No","BLQ",454,"Unf",0,314,768,"GasA","TA","Y","SBrkr",1186,800,0,1986,0,0,2,1,3,1,"TA",7,"Typ",3,2,486,"Y",0,42,0,0,189,0,0,10,2009,"WD ","Normal",205000
20,"RL",8760,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1956,1956,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace","Gd","TA","CBlock","TA","TA","No","ALQ",856,"Unf",0,313,1169,"GasA","TA","Y","SBrkr",1144,0,0,1144,1,0,1,0,3,1,"TA",6,"Typ",0,1,286,"Y",257,0,0,0,0,0,0,6,2009,"WD ","Normal",150000
20,"RL",12285,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",7,6,1960,1960,"Gable","CompShg","Plywood","Plywood","BrkFace","TA","TA","CBlock","TA","TA","No","BLQ",544,"Unf",0,785,1329,"GasA","Gd","Y","SBrkr",1329,0,0,1329,0,0,1,1,3,1,"TA",5,"Typ",2,2,441,"Y",0,0,203,0,0,0,0,8,2009,"WD ","Normal",176000
20,"RL",9240,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,8,1959,1998,"Hip","CompShg","MetalSd","MetalSd","None","Gd","TA","CBlock","TA","TA","No","ALQ",708,"Unf",0,280,988,"GasA","TA","Y","SBrkr",988,0,0,988,1,0,2,0,3,1,"Gd",6,"Typ",0,1,297,"Y",156,0,0,0,0,0,0,6,2009,"WD ","Normal",149500
20,"RL",12400,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Feedr","Norm","1Fam","1Story",6,7,1958,1998,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace","TA","TA","CBlock","TA","Fa","No","Rec",585,"Unf",0,630,1215,"GasA","TA","Y","FuseA",1215,0,0,1215,0,0,1,0,3,1,"TA",6,"Typ",0,1,297,"Y",0,0,0,0,234,0,0,6,2009,"WD ","Normal",155000
20,"RL",8532,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1954,1990,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace","TA","TA","CBlock","TA","TA","No","Rec",1213,"Unf",0,84,1297,"GasA","Gd","Y","SBrkr",1297,0,0,1297,0,1,1,0,3,1,"TA",5,"Typ",1,2,498,"Y",0,0,0,0,0,0,0,10,2009,"WD ","Normal",153000
20,"RL",8128,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,7,1954,1954,"Hip","CompShg","MetalSd","MetalSd","BrkFace","TA","TA","CBlock","TA","TA","No","ALQ",490,"Unf",0,572,1062,"GasA","Gd","Y","SBrkr",1062,0,0,1062,1,0,1,0,3,1,"TA",6,"Typ",0,1,297,"Y",0,0,0,0,0,0,0,2,2009,"WD ","Normal",131000
20,"RL",10634,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1953,1953,"Gable","CompShg","MetalSd","MetalSd","None","TA","TA","PConc","TA","TA","No","BLQ",428,"LwQ",180,0,608,"GasA","TA","Y","SBrkr",1319,0,0,1319,1,0,1,0,3,1,"TA",5,"Min2",0,1,270,"Y",66,0,0,0,0,0,0,11,2009,"WD ","Normal",123000
20,"RL",13070,"Pave","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1951,1951,"Hip","CompShg","MetalSd","MetalSd","None","TA","TA","CBlock","TA","TA","No","Rec",308,"Unf",0,323,631,"GasA","TA","Y","FuseA",1112,0,0,1112,0,0,1,0,2,1,"TA",5,"Typ",0,2,480,"Y",0,0,0,0,255,0,0,10,2009,"WD ","Normal",126000
20,"RL",14559,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1951,2000,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkCmn","Gd","TA","CBlock","TA","TA","No","BLQ",650,"Rec",180,178,1008,"GasA","Ex","Y","SBrkr",1363,0,0,1363,1,0,1,0,2,1,"TA",6,"Min1",2,1,288,"Y",324,42,0,0,168,0,2000,6,2009,"WD ","Normal",164900
30,"RL",8480,"Pave","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1945,1950,"Gable","CompShg","MetalSd","MetalSd","None","TA","Gd","CBlock","TA","TA","No","BLQ",700,"Unf",0,93,793,"GasA","TA","Y","SBrkr",793,0,0,793,1,0,1,0,2,1,"Fa",4,"Typ",0,1,240,"Y",0,0,0,0,0,0,0,8,2009,"WD ","Normal",113000
60,"RL",11419,"Pave","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Artery","Norm","1Fam","2Story",7,7,1948,1999,"Gable","CompShg","WdShing","Wd Shng","None","TA","TA","CBlock","TA","TA","Mn","ALQ",699,"Unf",0,0,699,"GasA","Ex","Y","FuseA",801,726,0,1527,1,0,1,1,3,1,"TA",6,"Typ",1,2,410,"Y",0,0,134,0,0,0,0,12,2009,"WD ","Normal",152500
50,"RL",10410,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",5,7,1916,1987,"Gable","CompShg","HdBoard","HdBoard","None","TA","TA","CBlock","Fa","TA","No","Unf",0,"Unf",0,660,660,"GasA","Ex","Y","SBrkr",808,704,144,1656,0,0,2,1,3,1,"TA",8,"Min2",0,1,180,"N",0,0,0,140,0,0,0,8,2009,"WD ","Normal",135000
60,"RL",10800,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",5,7,1939,2006,"Gable","CompShg","VinylSd","VinylSd","None","TA","Gd","BrkTil","TA","TA","No","Unf",0,"Unf",0,676,676,"GasA","Ex","Y","SBrkr",676,676,0,1352,0,1,2,0,4,1,"Gd",7,"Typ",0,2,720,"Y",187,0,128,0,0,0,0,8,2009,"WD ","Normal",149000
70,"RL",8146,"Pave","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","2Story",4,8,1900,2003,"Gable","CompShg","MetalSd","MetalSd","None","Gd","Gd","BrkTil","Fa","TA","No","Unf",0,"Unf",0,405,405,"GasA","Gd","Y","SBrkr",717,322,0,1039,0,0,1,0,2,1,"TA",6,"Typ",0,1,281,"N",0,0,168,0,111,0,0,5,2009,"WD ","Normal",114000
50,"RL",10410,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",4,5,1915,1950,"Gable","CompShg","MetalSd","MetalSd","None","TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,1313,1313,"GasA","TA","Y","SBrkr",1313,0,1064,2377,0,0,2,0,3,1,"Gd",8,"Min2",1,2,528,"Y",0,0,432,0,0,0,0,6,2009,"WD ","Normal",142900
70,"RL",7200,"Pave","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Artery","Norm","1Fam","2Story",7,9,1910,2008,"Gable","CompShg","VinylSd","VinylSd","None","Gd","Gd","PConc","TA","TA","No","Unf",0,"Unf",0,560,560,"GasA","Ex","Y","SBrkr",930,760,0,1690,0,0,2,0,4,1,"Gd",5,"Typ",0,2,624,"Y",0,0,112,0,0,0,0,8,2009,"WD ","Normal",156500
30,"RL",10800,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",5,7,1920,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None","TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,720,720,"GasA","TA","N","SBrkr",846,0,0,846,0,0,1,0,2,1,"Gd",4,"Typ",0,2,576,"N",0,0,0,0,0,0,0,6,2009,"WD ","Normal",106000
90,"RL",9671,"Pave","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Artery","Norm","Duplex","2Story",6,5,1969,1969,"Gable","CompShg","MetalSd","MetalSd","Stone","TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1248,1248,"GasA","TA","Y","SBrkr",1248,1296,0,2544,0,0,2,2,6,2,"TA",12,"Typ",0,3,907,"Y",0,0,0,0,0,0,0,8,2009,"WD ","Normal",190000
20,"RL",10143,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,7,1963,1963,"Gable","CompShg","HdBoard","HdBoard","BrkFace","TA","TA","CBlock","TA","TA","No","Rec",384,"Unf",0,996,1380,"GasA","Fa","Y","SBrkr",1380,0,0,1380,0,0,1,1,3,1,"TA",6,"Typ",0,1,364,"Y",0,0,0,0,216,0,0,6,2009,"WD ","Normal",154000
20,"RL",11500,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,4,1967,1967,"Gable","CompShg","HdBoard","HdBoard","None","Fa","TA","CBlock","TA","Fa","No","BLQ",872,"Rec",60,108,1040,"GasA","Gd","Y","SBrkr",1040,0,0,1040,1,0,1,0,3,1,"TA",6,"Min1",1,2,480,"Y",0,0,156,0,0,0,0,5,2009,"WD ","Normal",163000
90,"RL",11643,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Artery","Norm","Duplex","2Story",5,5,1969,1969,"Gable","CompShg","MetalSd","MetalSd","BrkFace","TA","TA","CBlock","TA","TA","No","LwQ",500,"Unf",0,748,1248,"GasA","TA","Y","SBrkr",1338,1296,0,2634,1,1,2,2,6,2,"TA",12,"Typ",0,4,968,"Y",0,0,0,0,0,0,0,8,2009,"WD ","Normal",200000
